,F001,F002,F003,F004,F005,F006,F007,F008,F009,F010,F011,F012,F013,F014,F015,F016,F017,F018,F019,F020,F021,F022,F023,F024,F025,F026,F027,F028,F029,F030,F031,F032,F033,F034,F035,F036,F037,F038,F039,F040,F041,F042,F043,F044,F045,F046,F047,F048,F049,F050,F051,F052,F053,F054,F055,F056,F057,F058,F059,F060,F061,F062,F063,F064,F065,F066,F067,F068,F069,F070,F071,F072,F073,F074,F075,F076,F077,F078,F079,F080,F081,F082,F083,F084,F085,F086,F087,F088,F089,F090,F091,F092,F093,F094,F095,F096,F097,F098,F099,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145
3fzu_C,   0.00000,   0.00000,  40.00000,  36.40000,  60.00000,  54.50000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   3.00000,   2.70000,  11.00000,  10.00000,   2.00000,   1.80000,   1.00000,   0.90000,6383.30000,   0.00000,   0.00000,1958.00000, 650.00000,   0.00000,1073.00000, 820.00000,1877.00000,   0.36205,   0.36188,   0.38760,   0.37448,   0.37200,   0.42043,   0.09308,   0.49558,   0.51804,   0.51529,   0.00000,   0.10769,   0.27747,   0.63779,   0.12681,   0.26222,   0.68490,   0.27360,   0.42491,   0.21956,   0.20253,   0.22774,4336.36000,1817.95000,1495.79000, 618.78000,2840.57000,1199.17000,   6.00000,   4.00000,   4.00000,   4.00000,   0.00000,   3.00000,   4.00000,  10.00000,   0.00000,   0.00000,   3.00000,   3.00000,   0.00000,   1.00000,   3.00000,   5.00000,   4.00000,   0.00000,   0.00000,   1.00000,   3.00000,   3.00000,   1.00000,   1.00000,   2.00000,   2.00000,   1.00000,   2.00000,   0.00000,   2.00000,   6.00000,   0.00000,   2.00000,   4.00000,   0.00000,   9.00000,   3.00000,   4.00000,   5.00000,   5.00000,   0.05455,   0.03636,   0.03636,   0.03636,   0.00000,   0.02727,   0.03636,   0.09091,   0.00000,   0.00000,   0.02727,   0.02727,   0.00000,   0.00909,   0.02727,   0.04545,   0.03636,   0.00000,   0.00000,   0.00909,   0.02727,   0.02727,   0.00909,   0.00909,   0.01818,   0.01818,   0.00909,   0.01818,   0.00000,   0.01818,   0.05455,   0.00000,   0.01818,   0.03636,   0.00000,   0.08182,   0.02727,   0.03636,   0.04545,   0.04545
3fn0_H,   0.00000,   0.00000,  50.00000,  41.00000,  78.00000,  63.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.60000,   1.00000,   0.80000,   0.00000,   0.00000,   0.00000,   0.00000,   9.00000,   7.40000,   9.00000,   7.40000,   2.00000,   1.60000,   1.00000,   0.80000,6638.80000,   0.00000,   0.00000,2561.00000, 156.00000,   0.00000,1443.00000, 694.00000,1788.00000,   0.40526,   0.38613,   0.38912,   0.35096,   0.38900,   0.38448,   0.07274,   0.29014,   0.55718,   0.43951,   0.16734,   0.20433,   0.29196,   0.58425,   0.19511,   0.08970,   0.57500,   0.43860,   0.34108,   0.14533,   0.18706,   0.27480,5086.42000,1557.67000,1890.51000, 601.58000,3195.92000, 956.09000,   3.00000,   3.00000,   3.00000,   3.00000,   0.00000,   2.00000,   4.00000,   7.00000,   0.00000,   2.00000,   4.00000,   3.00000,   0.00000,   0.00000,   6.00000,   9.00000,   6.00000,   0.00000,   0.00000,   2.00000,   3.00000,   3.00000,   0.00000,   0.00000,   2.00000,   2.00000,   1.00000,   4.00000,   1.00000,   7.00000,   6.00000,   0.00000,   1.00000,   1.00000,   0.00000,   4.00000,   4.00000,   4.00000,   6.00000,   4.00000,   0.02727,   0.02727,   0.02727,   0.02727,   0.00000,   0.01818,   0.03636,   0.06364,   0.00000,   0.01818,   0.03636,   0.02727,   0.00000,   0.00000,   0.05455,   0.08182,   0.05455,   0.00000,   0.00000,   0.01818,   0.02727,   0.02727,   0.00000,   0.00000,   0.01818,   0.01818,   0.00909,   0.03636,   0.00909,   0.06364,   0.05455,   0.00000,   0.00909,   0.00909,   0.00000,   0.03636,   0.03636,   0.03636,   0.05455,   0.03636
3fct_D,   0.00000,   0.00000,  41.00000,  37.30000,  67.00000,  60.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   3.00000,   2.70000,   0.00000,   0.00000,   0.00000,   0.00000,   7.00000,   6.40000,  10.00000,   9.10000,   3.00000,   2.70000,   0.00000,   0.00000,6102.10000,   0.00000,  96.00000,1623.00000, 909.00000,   0.00000, 637.00000,1074.00000,1763.00000,   0.38113,   0.33592,   0.33776,   0.45166,   0.35962,   0.43785,   0.08363,   0.48961,   0.52618,   0.43151,   0.14315,   0.10659,   0.28126,   0.50153,   0.16390,   0.22048,   0.65712,   0.41721,   0.30593,   0.17873,   0.26003,   0.27323,4639.12000,1729.47000,1219.37000, 637.95000,3419.75000,1091.52000,   3.00000,   3.00000,   3.00000,   4.00000,   0.00000,   2.00000,   4.00000,   7.00000,   0.00000,   0.00000,   2.00000,   9.00000,   1.00000,   0.00000,   3.00000,   9.00000,   3.00000,   0.00000,   1.00000,   3.00000,   4.00000,   1.00000,   0.00000,   1.00000,   2.00000,   2.00000,   1.00000,   3.00000,   1.00000,   2.00000,   6.00000,   0.00000,   3.00000,   2.00000,   1.00000,   3.00000,   7.00000,   4.00000,   6.00000,   4.00000,   0.02727,   0.02727,   0.02727,   0.03636,   0.00000,   0.01818,   0.03636,   0.06364,   0.00000,   0.00000,   0.01818,   0.08182,   0.00909,   0.00000,   0.02727,   0.08182,   0.02727,   0.00000,   0.00909,   0.02727,   0.03636,   0.00909,   0.00000,   0.00909,   0.01818,   0.01818,   0.00909,   0.02727,   0.00909,   0.01818,   0.05455,   0.00000,   0.02727,   0.01818,   0.00909,   0.02727,   0.06364,   0.03636,   0.05455,   0.03636
3fct_B,   0.00000,   0.00000,  42.00000,  38.20000,  67.00000,  60.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   3.00000,   2.70000,   0.00000,   0.00000,   0.00000,   0.00000,   7.00000,   6.40000,   9.00000,   8.20000,   2.00000,   1.80000,   1.00000,   0.90000,6151.70000,   0.00000, 111.00000,1705.00000, 360.00000,   0.00000,1622.00000, 418.00000,1936.00000,   0.37938,   0.34112,   0.34080,   0.46099,   0.34616,   0.42383,   0.08156,   0.48687,   0.51453,   0.44082,   0.13870,   0.10148,   0.27789,   0.49671,   0.16398,   0.23053,   0.68053,   0.42380,   0.31269,   0.17500,   0.25784,   0.27030,4650.08000,1717.54000,1251.21000, 631.76000,3398.87000,1085.78000,   3.00000,   3.00000,   2.00000,   4.00000,   0.00000,   2.00000,   4.00000,   7.00000,   0.00000,   0.00000,   2.00000,   9.00000,   1.00000,   0.00000,   3.00000,   9.00000,   4.00000,   0.00000,   1.00000,   3.00000,   4.00000,   1.00000,   1.00000,   1.00000,   2.00000,   2.00000,   1.00000,   3.00000,   1.00000,   2.00000,   6.00000,   0.00000,   3.00000,   2.00000,   1.00000,   3.00000,   6.00000,   4.00000,   6.00000,   4.00000,   0.02727,   0.02727,   0.01818,   0.03636,   0.00000,   0.01818,   0.03636,   0.06364,   0.00000,   0.00000,   0.01818,   0.08182,   0.00909,   0.00000,   0.02727,   0.08182,   0.03636,   0.00000,   0.00909,   0.02727,   0.03636,   0.00909,   0.00909,   0.00909,   0.01818,   0.01818,   0.00909,   0.02727,   0.00909,   0.01818,   0.05455,   0.00000,   0.02727,   0.01818,   0.00909,   0.02727,   0.05455,   0.03636,   0.05455,   0.03636
3eyo_D,   0.00000,   0.00000,  38.00000,  34.50000,  64.00000,  58.20000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   9.00000,   8.20000,  12.00000,  10.90000,   2.00000,   1.80000,   1.00000,   0.90000,6395.00000,   0.00000,  57.00000,2075.00000, 675.00000,   0.00000, 952.00000, 673.00000,1966.00000,   0.38013,   0.39793,   0.27368,   0.42804,   0.30772,   0.42591,   0.21776,   0.48343,   0.49996,   0.53737,   0.20854,   0.11148,   0.22794,   0.60447,   0.19897,   0.27359,   0.66341,   0.33679,   0.34121,   0.18773,   0.25873,   0.35354,5025.69000,1505.73000,1634.71000, 557.97000,3390.98000, 947.76000,   0.00000,   7.00000,   3.00000,   6.00000,   1.00000,   3.00000,   5.00000,  14.00000,   0.00000,   0.00000,   2.00000,   4.00000,   1.00000,   1.00000,   3.00000,   5.00000,   2.00000,   0.00000,   1.00000,   4.00000,   2.00000,   2.00000,   1.00000,   1.00000,   3.00000,   2.00000,   0.00000,   5.00000,   2.00000,   3.00000,   6.00000,   0.00000,   2.00000,   2.00000,   0.00000,   6.00000,   3.00000,   2.00000,   3.00000,   3.00000,   0.00000,   0.06364,   0.02727,   0.05455,   0.00909,   0.02727,   0.04545,   0.12727,   0.00000,   0.00000,   0.01818,   0.03636,   0.00909,   0.00909,   0.02727,   0.04545,   0.01818,   0.00000,   0.00909,   0.03636,   0.01818,   0.01818,   0.00909,   0.00909,   0.02727,   0.01818,   0.00000,   0.04545,   0.01818,   0.02727,   0.05455,   0.00000,   0.01818,   0.01818,   0.00000,   0.05455,   0.02727,   0.01818,   0.02727,   0.02727
3eyf_D,   0.00000,   0.00000,  38.00000,  34.50000,  62.00000,  56.40000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   7.00000,   6.40000,  11.00000,  10.00000,   2.00000,   1.80000,   1.00000,   0.90000,6528.70000,   0.00000,   0.00000,2148.00000, 485.00000,   0.00000, 992.00000, 678.00000,2223.00000,   0.37978,   0.40797,   0.27929,   0.43262,   0.32832,   0.41271,   0.20831,   0.48825,   0.48941,   0.54631,   0.20304,   0.10655,   0.24021,   0.60546,   0.20250,   0.27545,   0.67167,   0.33678,   0.34753,   0.18967,   0.25777,   0.37206,5166.19000,1421.71000,1712.16000, 538.36000,3454.03000, 883.35000,   1.00000,   8.00000,   3.00000,   6.00000,   1.00000,   3.00000,   5.00000,  14.00000,   0.00000,   0.00000,   2.00000,   4.00000,   1.00000,   1.00000,   3.00000,   5.00000,   2.00000,   0.00000,   1.00000,   4.00000,   1.00000,   1.00000,   1.00000,   1.00000,   3.00000,   2.00000,   0.00000,   5.00000,   2.00000,   3.00000,   6.00000,   0.00000,   2.00000,   2.00000,   0.00000,   6.00000,   3.00000,   2.00000,   3.00000,   3.00000,   0.00909,   0.07273,   0.02727,   0.05455,   0.00909,   0.02727,   0.04545,   0.12727,   0.00000,   0.00000,   0.01818,   0.03636,   0.00909,   0.00909,   0.02727,   0.04545,   0.01818,   0.00000,   0.00909,   0.03636,   0.00909,   0.00909,   0.00909,   0.00909,   0.02727,   0.01818,   0.00000,   0.04545,   0.01818,   0.02727,   0.05455,   0.00000,   0.01818,   0.01818,   0.00000,   0.05455,   0.02727,   0.01818,   0.02727,   0.02727
3eyf_B,   2.00000,   1.80000,  38.00000,  34.50000,  62.00000,  56.40000,   0.00000,   0.00000,   1.00000,   0.90000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   6.00000,   5.50000,  10.00000,   9.10000,   2.00000,   1.80000,   1.00000,   0.90000,6438.90000,   0.00000, 112.00000,2091.00000, 563.00000,   0.00000, 570.00000, 934.00000,2170.00000,   0.37978,   0.40827,   0.27504,   0.43463,   0.32234,   0.42309,   0.20626,   0.48993,   0.48772,   0.55548,   0.20258,   0.10682,   0.23623,   0.59710,   0.20553,   0.27052,   0.68647,   0.33247,   0.34704,   0.19328,   0.25829,   0.37884,5110.98000,1483.17000,1692.36000, 561.04000,3418.62000, 922.13000,   0.00000,   8.00000,   2.00000,   6.00000,   1.00000,   3.00000,   5.00000,  14.00000,   0.00000,   0.00000,   2.00000,   4.00000,   1.00000,   1.00000,   3.00000,   5.00000,   2.00000,   0.00000,   1.00000,   4.00000,   2.00000,   1.00000,   2.00000,   1.00000,   3.00000,   2.00000,   0.00000,   5.00000,   2.00000,   3.00000,   6.00000,   0.00000,   2.00000,   2.00000,   0.00000,   6.00000,   3.00000,   2.00000,   3.00000,   3.00000,   0.00000,   0.07273,   0.01818,   0.05455,   0.00909,   0.02727,   0.04545,   0.12727,   0.00000,   0.00000,   0.01818,   0.03636,   0.00909,   0.00909,   0.02727,   0.04545,   0.01818,   0.00000,   0.00909,   0.03636,   0.01818,   0.00909,   0.01818,   0.00909,   0.02727,   0.01818,   0.00000,   0.04545,   0.01818,   0.02727,   0.05455,   0.00000,   0.01818,   0.01818,   0.00000,   0.05455,   0.02727,   0.01818,   0.02727,   0.02727
3eo9_H,   0.00000,   0.00000,  43.00000,  39.10000,  74.00000,  67.30000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,  13.00000,  11.80000,  11.00000,  10.00000,   3.00000,   2.70000,   1.00000,   0.90000,6580.20000,   0.00000,   0.00000,2265.00000, 933.00000,   0.00000, 931.00000, 856.00000,1599.00000,   0.39715,   0.35241,   0.32189,   0.38398,   0.27473,   0.50309,   0.11052,   0.44827,   0.59540,   0.53521,   0.25976,   0.15534,   0.30043,   0.62353,   0.10626,   0.27999,   0.54213,   0.36536,   0.38306,   0.14921,   0.36031,   0.28496,5289.00000,1385.33000,1401.07000, 656.22000,3887.93000, 729.11000,   3.00000,   5.00000,   3.00000,   5.00000,   0.00000,   3.00000,   5.00000,  10.00000,   1.00000,   0.00000,   2.00000,   5.00000,   0.00000,   1.00000,   2.00000,   6.00000,   5.00000,   0.00000,   5.00000,   4.00000,   3.00000,   1.00000,   1.00000,   0.00000,   2.00000,   2.00000,   0.00000,   2.00000,   1.00000,   3.00000,   6.00000,   0.00000,   3.00000,   4.00000,   1.00000,   4.00000,   2.00000,   3.00000,   4.00000,   3.00000,   0.02727,   0.04545,   0.02727,   0.04545,   0.00000,   0.02727,   0.04545,   0.09091,   0.00909,   0.00000,   0.01818,   0.04545,   0.00000,   0.00909,   0.01818,   0.05455,   0.04545,   0.00000,   0.04545,   0.03636,   0.02727,   0.00909,   0.00909,   0.00000,   0.01818,   0.01818,   0.00000,   0.01818,   0.00909,   0.02727,   0.05455,   0.00000,   0.02727,   0.03636,   0.00909,   0.03636,   0.01818,   0.02727,   0.03636,   0.02727
3dif_B,   0.00000,   0.00000,  41.00000,  37.30000,  68.00000,  61.80000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.80000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   7.00000,   6.40000,   9.00000,   8.20000,   5.00000,   4.50000,   2.00000,   1.80000,6585.60000,   0.00000,   0.00000,2110.00000, 647.00000,   0.00000,1488.00000, 531.00000,1807.00000,   0.41920,   0.33964,   0.26695,   0.51517,   0.43522,   0.50677,   0.08874,   0.40823,   0.69494,   0.45813,   0.13239,   0.12862,   0.32957,   0.49441,   0.11872,   0.18913,   0.65586,   0.47504,   0.33177,   0.20418,   0.32002,   0.29844,5325.21000,1440.39000,1295.27000, 591.89000,4029.94000, 848.50000,   4.00000,   2.00000,   3.00000,   3.00000,   0.00000,   3.00000,   5.00000,   7.00000,   0.00000,   0.00000,   2.00000,   9.00000,   0.00000,   0.00000,   3.00000,  10.00000,   4.00000,   1.00000,   3.00000,   4.00000,   5.00000,   1.00000,   0.00000,   0.00000,   2.00000,   2.00000,   0.00000,   4.00000,   1.00000,   3.00000,   4.00000,   0.00000,   1.00000,   5.00000,   1.00000,   4.00000,   3.00000,   4.00000,   5.00000,   2.00000,   0.03636,   0.01818,   0.02727,   0.02727,   0.00000,   0.02727,   0.04545,   0.06364,   0.00000,   0.00000,   0.01818,   0.08182,   0.00000,   0.00000,   0.02727,   0.09091,   0.03636,   0.00909,   0.02727,   0.03636,   0.04545,   0.00909,   0.00000,   0.00000,   0.01818,   0.01818,   0.00000,   0.03636,   0.00909,   0.02727,   0.03636,   0.00000,   0.00909,   0.04545,   0.00909,   0.03636,   0.02727,   0.03636,   0.04545,   0.01818
3dgg_D,   0.00000,   0.00000,  42.00000,  38.20000,  65.00000,  59.10000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   3.00000,   2.70000,   0.00000,   0.00000,   0.00000,   0.00000,   8.00000,   7.30000,  10.00000,   9.10000,   2.00000,   1.80000,   1.00000,   0.90000,6805.30000,   0.00000,   0.00000,2224.00000, 331.00000,   0.00000,1818.00000, 406.00000,2030.00000,   0.41305,   0.38449,   0.27552,   0.35885,   0.42499,   0.39490,   0.09811,   0.45466,   0.57833,   0.53090,   0.15076,   0.09796,   0.34326,   0.54454,   0.14658,   0.29380,   0.68325,   0.43480,   0.35843,   0.21697,   0.34235,   0.32862,5958.08000,1162.33000,1386.40000, 461.93000,4571.68000, 700.40000,   2.00000,   1.00000,   3.00000,   5.00000,   0.00000,   4.00000,   6.00000,   8.00000,   0.00000,   0.00000,   2.00000,  10.00000,   0.00000,   1.00000,   3.00000,  11.00000,   5.00000,   1.00000,   6.00000,   4.00000,   4.00000,   1.00000,   1.00000,   0.00000,   2.00000,   0.00000,   1.00000,   2.00000,   1.00000,   2.00000,   4.00000,   0.00000,   3.00000,   1.00000,   1.00000,   3.00000,   2.00000,   3.00000,   5.00000,   2.00000,   0.01818,   0.00909,   0.02727,   0.04545,   0.00000,   0.03636,   0.05455,   0.07273,   0.00000,   0.00000,   0.01818,   0.09091,   0.00000,   0.00909,   0.02727,   0.10000,   0.04545,   0.00909,   0.05455,   0.03636,   0.03636,   0.00909,   0.00909,   0.00000,   0.01818,   0.00000,   0.00909,   0.01818,   0.00909,   0.01818,   0.03636,   0.00000,   0.02727,   0.00909,   0.00909,   0.02727,   0.01818,   0.02727,   0.04545,   0.01818
3dgg_B,   0.00000,   0.00000,  40.00000,  36.40000,  70.00000,  63.60000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   3.00000,   2.70000,   0.00000,   0.00000,   0.00000,   0.00000,  11.00000,  10.00000,  11.00000,  10.00000,   5.00000,   4.50000,   1.00000,   0.90000,6505.80000,   0.00000,   0.00000,1857.00000, 579.00000,   0.00000,1689.00000, 382.00000,1998.00000,   0.40514,   0.38377,   0.26148,   0.35901,   0.41390,   0.40456,   0.09700,   0.46044,   0.57966,   0.55064,   0.15136,   0.09547,   0.34166,   0.50413,   0.14858,   0.22327,   0.69285,   0.43361,   0.34586,   0.22159,   0.33357,   0.32441,5661.02000,1329.59000,1331.80000, 496.13000,4329.22000, 833.46000,   2.00000,   1.00000,   3.00000,   5.00000,   0.00000,   4.00000,   6.00000,   8.00000,   0.00000,   0.00000,   2.00000,  10.00000,   0.00000,   0.00000,   3.00000,  10.00000,   4.00000,   1.00000,   5.00000,   4.00000,   4.00000,   1.00000,   1.00000,   0.00000,   2.00000,   0.00000,   1.00000,   2.00000,   1.00000,   2.00000,   4.00000,   0.00000,   3.00000,   2.00000,   1.00000,   4.00000,   3.00000,   3.00000,   6.00000,   2.00000,   0.01818,   0.00909,   0.02727,   0.04545,   0.00000,   0.03636,   0.05455,   0.07273,   0.00000,   0.00000,   0.01818,   0.09091,   0.00000,   0.00000,   0.02727,   0.09091,   0.03636,   0.00909,   0.04545,   0.03636,   0.03636,   0.00909,   0.00909,   0.00000,   0.01818,   0.00000,   0.00909,   0.01818,   0.00909,   0.01818,   0.03636,   0.00000,   0.02727,   0.01818,   0.00909,   0.03636,   0.02727,   0.02727,   0.05455,   0.01818
3d85_B,   2.00000,   1.80000,  42.00000,  38.20000,  68.00000,  61.80000,   0.00000,   0.00000,   1.00000,   0.90000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   5.00000,   4.50000,  13.00000,  11.80000,   3.00000,   2.70000,   1.00000,   0.90000,6102.20000,   0.00000, 203.00000,1630.00000, 983.00000,   0.00000,1095.00000, 315.00000,1875.00000,   0.39695,   0.34697,   0.29594,   0.25746,   0.38798,   0.47098,   0.08111,   0.42514,   0.62164,   0.44850,   0.14750,   0.09893,   0.32469,   0.50004,   0.13682,   0.23767,   0.57459,   0.41590,   0.34197,   0.25523,   0.26391,   0.33732,5039.57000,1560.66000,1292.33000, 528.87000,3747.24000,1031.79000,   3.00000,   0.00000,   3.00000,   4.00000,   0.00000,   4.00000,   5.00000,   7.00000,   0.00000,   0.00000,   3.00000,  10.00000,   0.00000,   0.00000,   3.00000,   8.00000,   4.00000,   1.00000,   2.00000,   4.00000,   4.00000,   1.00000,   2.00000,   0.00000,   2.00000,   2.00000,   1.00000,   3.00000,   1.00000,   2.00000,   4.00000,   0.00000,   3.00000,   2.00000,   1.00000,   5.00000,   4.00000,   3.00000,   6.00000,   3.00000,   0.02727,   0.00000,   0.02727,   0.03636,   0.00000,   0.03636,   0.04545,   0.06364,   0.00000,   0.00000,   0.02727,   0.09091,   0.00000,   0.00000,   0.02727,   0.07273,   0.03636,   0.00909,   0.01818,   0.03636,   0.03636,   0.00909,   0.01818,   0.00000,   0.01818,   0.01818,   0.00909,   0.02727,   0.00909,   0.01818,   0.03636,   0.00000,   0.02727,   0.01818,   0.00909,   0.04545,   0.03636,   0.02727,   0.05455,   0.02727
3c2a_I,   0.00000,   0.00000,  52.00000,  40.60000,  84.00000,  65.60000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.80000,   1.00000,   0.80000,   1.00000,   0.80000,   0.00000,   0.00000,   0.00000,   0.00000,  11.00000,   8.60000,  11.00000,   8.60000,   2.00000,   1.60000,   2.00000,   1.60000,7644.50000,   0.00000,   0.00000,3168.00000, 637.00000,   0.00000,1346.00000, 701.00000,1791.00000,   0.47023,   0.35979,   0.36526,   0.31267,   0.20991,   0.40439,   0.07977,   0.29519,   0.57728,   0.42151,   0.00000,   0.41289,   0.22575,   0.69847,   0.59173,   0.28980,   0.77103,   0.37668,   0.32437,   0.17960,   0.17647,   0.22664,4853.39000,1580.97000,1734.62000, 632.67000,4118.77000, 948.30000,   2.00000,   3.00000,   1.00000,   7.00000,   0.00000,   1.00000,   3.00000,  10.00000,   0.00000,   2.00000,   2.00000,   7.00000,   2.00000,   2.00000,   2.00000,   4.00000,   6.00000,   0.00000,   0.00000,   2.00000,   3.00000,   2.00000,   1.00000,   1.00000,   2.00000,   2.00000,   1.00000,   5.00000,   0.00000,   2.00000,   6.00000,   0.00000,   0.00000,   2.00000,   0.00000,   4.00000,   7.00000,   4.00000,   3.00000,   9.00000,   0.01818,   0.02727,   0.00909,   0.06364,   0.00000,   0.00909,   0.02727,   0.09091,   0.00000,   0.01818,   0.01818,   0.06364,   0.01818,   0.01818,   0.01818,   0.03636,   0.05455,   0.00000,   0.00000,   0.01818,   0.02727,   0.01818,   0.00909,   0.00909,   0.01818,   0.01818,   0.00909,   0.04545,   0.00000,   0.01818,   0.05455,   0.00000,   0.00000,   0.01818,   0.00000,   0.03636,   0.06364,   0.03636,   0.02727,   0.08182
3bn9_F,   2.00000,   1.60000,  45.00000,  36.00000,  72.00000,  57.60000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.80000,   2.00000,   1.60000,   0.00000,   0.00000,   0.00000,   0.00000,   7.00000,   5.60000,  10.00000,   8.00000,   2.00000,   1.60000,   1.00000,   0.80000,7147.70000,   0.00000,  40.00000,1955.00000, 339.00000,   0.00000,1367.00000,1289.00000,2160.00000,   0.45096,   0.37283,   0.24078,   0.33705,   0.33902,   0.45817,   0.08119,   0.44511,   0.54495,   0.46773,   0.00000,   0.12639,   0.25767,   0.68367,   0.34213,   0.28799,   0.63112,   0.36157,   0.36842,   0.18515,   0.26272,   0.23074,4417.93000,1708.15000,1652.33000, 714.85000,3765.61000, 993.30000,   2.00000,   3.00000,   3.00000,   4.00000,   0.00000,   3.00000,   2.00000,  10.00000,   0.00000,   0.00000,   2.00000,   4.00000,   1.00000,   1.00000,   3.00000,   8.00000,   5.00000,   0.00000,   2.00000,   2.00000,   7.00000,   3.00000,   0.00000,   0.00000,   2.00000,   3.00000,   0.00000,   3.00000,   0.00000,   2.00000,   6.00000,   0.00000,   2.00000,   2.00000,   1.00000,   6.00000,   3.00000,   3.00000,   6.00000,   6.00000,   0.01818,   0.02727,   0.02727,   0.03636,   0.00000,   0.02727,   0.01818,   0.09091,   0.00000,   0.00000,   0.01818,   0.03636,   0.00909,   0.00909,   0.02727,   0.07273,   0.04545,   0.00000,   0.01818,   0.01818,   0.06364,   0.02727,   0.00000,   0.00000,   0.01818,   0.02727,   0.00000,   0.02727,   0.00000,   0.01818,   0.05455,   0.00000,   0.01818,   0.01818,   0.00909,   0.05455,   0.02727,   0.02727,   0.05455,   0.05455
