pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
4hqq	H	L	0	NA	NA	NA	NA	Immune System	10/25/12	Crystal structure of RV144-elicited antibody CH58	HOMO SAPIENS	homo sapiens	homo sapiens		McLellan, J.S., Haynes, B.F., Kwong, P.D.	2.4	X-RAY DIFFRACTION	0.225	0.183	False	True	IGHV5	IGLV6	Lambda	None	None	None	None	None
2fx8	I	M	0	Q	peptide	NA	fragment of hiv glycoprotein (gp41)	IMMUNE SYSTEM	02/03/06	Crystal structure of hiv-1 neutralizing human fab 4e10 in complex with an aib-induced peptide encompassing the 4e10 epitope on gp41	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens		Cardoso, R.M.F., Brunel, F.M., Ferguson, S., Burton, D.R., Dawson, P.E., Wilson, I.A.	2.2	X-RAY DIFFRACTION	0.283	0.235	False	True	IGHV1	IGKV3	Kappa	3.02E-07	-8.89	SPR	NA	17125793
2fx8	H	L	0	P	peptide	NA	fragment of hiv glycoprotein (gp41)	IMMUNE SYSTEM	02/03/06	Crystal structure of hiv-1 neutralizing human fab 4e10 in complex with an aib-induced peptide encompassing the 4e10 epitope on gp41	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens		Cardoso, R.M.F., Brunel, F.M., Ferguson, S., Burton, D.R., Dawson, P.E., Wilson, I.A.	2.2	X-RAY DIFFRACTION	0.283	0.235	False	True	IGHV1	IGKV3	Kappa	3.02E-07	-8.89	SPR	NA	17125793
2fx8	K	O	0	S	peptide	NA	fragment of hiv glycoprotein (gp41)	IMMUNE SYSTEM	02/03/06	Crystal structure of hiv-1 neutralizing human fab 4e10 in complex with an aib-induced peptide encompassing the 4e10 epitope on gp41	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens		Cardoso, R.M.F., Brunel, F.M., Ferguson, S., Burton, D.R., Dawson, P.E., Wilson, I.A.	2.2	X-RAY DIFFRACTION	0.283	0.235	False	True	IGHV1	IGKV3	Kappa	3.02E-07	-8.89	SPR	NA	17125793
2fx8	J	N	0	R	peptide	NA	fragment of hiv glycoprotein (gp41)	IMMUNE SYSTEM	02/03/06	Crystal structure of hiv-1 neutralizing human fab 4e10 in complex with an aib-induced peptide encompassing the 4e10 epitope on gp41	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens		Cardoso, R.M.F., Brunel, F.M., Ferguson, S., Burton, D.R., Dawson, P.E., Wilson, I.A.	2.2	X-RAY DIFFRACTION	0.283	0.235	False	True	IGHV1	IGKV3	Kappa	3.02E-07	-8.89	SPR	NA	17125793
2fx9	I	M	0	Q	peptide	NA	fragment of hiv glycoprotein gp41	IMMUNE SYSTEM	02/03/06	Crystal structure of hiv-1 neutralizing human fab 4e10 in complex with a thioether-linked peptide encompassing the 4e10 epitope on gp41	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens		Cardoso, R.M.F., Brunel, F.M., Ferguson, S., Burton, D.R., Dawson, P.E., Wilson, I.A.	2.1	X-RAY DIFFRACTION	0.271	0.236	False	True	IGHV1	IGKV3	Kappa	1.70E-08	-10.59	SPR	NA	17125793
2fx9	H	L	0	P	peptide	NA	fragment of hiv glycoprotein gp41	IMMUNE SYSTEM	02/03/06	Crystal structure of hiv-1 neutralizing human fab 4e10 in complex with a thioether-linked peptide encompassing the 4e10 epitope on gp41	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens		Cardoso, R.M.F., Brunel, F.M., Ferguson, S., Burton, D.R., Dawson, P.E., Wilson, I.A.	2.1	X-RAY DIFFRACTION	0.271	0.236	False	True	IGHV1	IGKV3	Kappa	1.70E-08	-10.59	SPR	NA	17125793
2fx7	H	L	0	P	peptide	NA	fragment of hiv glycoprotein (gp41)	IMMUNE SYSTEM	02/03/06	Crystal structure of hiv-1 neutralizing human fab 4e10 in complex with a 16-residue peptide encompassing the 4e10 epitope on gp41	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens		Cardoso, R.M.F., Brunel, F.M., Ferguson, S., Burton, D.R., Dawson, P.E., Wilson, I.A.	1.76	X-RAY DIFFRACTION	0.222	0.202	False	True	IGHV1	IGKV3	Kappa	2.00E-08	-10.5	SPR	NA	17125793
1op3	M	K	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/04/03	Crystal Structure of Fab 2G12 bound to Man1->2Man	HOMO SAPIENS	homo sapiens	homo sapiens		Calarese, D.A., Scanlan, C.N., Zwick, M.B., Deechongkit, S., Mimura, Y., Kunert, R., Stanfield, R.L., Kelly, J.W., Rudd, P.M., Dwek, R.A., Katinger, H., Burton, D.R., Wilson, I.A.	1.75	X-RAY DIFFRACTION	0.251	0.230	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
1op3	H	L	0	H	carbohydrate	MAN	polysaccharide	IMMUNE SYSTEM	03/04/03	Crystal Structure of Fab 2G12 bound to Man1->2Man	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Calarese, D.A., Scanlan, C.N., Zwick, M.B., Deechongkit, S., Mimura, Y., Kunert, R., Stanfield, R.L., Kelly, J.W., Rudd, P.M., Dwek, R.A., Katinger, H., Burton, D.R., Wilson, I.A.	1.75	X-RAY DIFFRACTION	0.251	0.230	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
2nxy	D	C	0	A	protein	NA	envelope glycoprotein gp120	VIRAL PROTEIN/IMMUNE SYSTEM	11/20/06	HIV-1 gp120 Envelope Glycoprotein(S334A) Complexed with CD4 and Antibody 17b	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Xu, L., Dey, B., Hessell, A.J., Van Ryk, D., Xiang, S.H., Yang, X., Zhang, M.Y., Zwick, M.B., Arthos, J., Burton, D.R., Dimitrov, D.S., Sodroski, J., Wyatt, R., Nabel, G.J., Kwong, P.D.	2.0	X-RAY DIFFRACTION	0.231	0.181	False	True	IGHV1	IGKV3	Kappa	7.90E-07		SPR	NA	17301785
2nxz	D	C	0	A	protein	NA	envelope glycoprotein gp120	VIRAL PROTEIN/IMMUNE SYSTEM	11/20/06	HIV-1 gp120 Envelope Glycoprotein (T257S, S334A, S375W) Complexed with CD4 and Antibody 17b	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Xu, L., Dey, B., Hessell, A.J., Van Ryk, D., Xiang, S.H., Yang, X., Zhang, M.Y., Zwick, M.B., Arthos, J., Burton, D.R., Dimitrov, D.S., Sodroski, J., Wyatt, R., Nabel, G.J., Kwong, P.D.	2.04	X-RAY DIFFRACTION	0.244	0.206	False	True	IGHV1	IGKV3	Kappa	5.29E-07		SPR	NA	17301785
3u4e	H	L	0	G	protein	NA	v1v2 region of hiv-1 on 1fd6 scaffold	IMMUNE SYSTEM	10/07/11	Crystal Structure of PG9 Fab in Complex with V1V2 Region from HIV-1 strain CAP45	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Gorman, J., McLellan, J., Pancera, M., Kwong, P.D.	2.185	X-RAY DIFFRACTION	0.234	0.182	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
3u4e	A	B	0	J	protein	NA	v1v2 region of hiv-1 on 1fd6 scaffold	IMMUNE SYSTEM	10/07/11	Crystal Structure of PG9 Fab in Complex with V1V2 Region from HIV-1 strain CAP45	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Gorman, J., McLellan, J., Pancera, M., Kwong, P.D.	2.185	X-RAY DIFFRACTION	0.234	0.182	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
4z0x	B	A	0	C	peptide	NA	hcv e2 antigen (residues 432-446)	IMMUNE SYSTEM	03/26/15	Structure of Hepatitis C Virus Envelope glycoprotein E2 antigenic region 434-446 bound to the broadly neutralizing antibody HC26AM	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus	Rangarajan, S., Mariuzza, R.A.	2.0	X-RAY DIFFRACTION	0.270	0.226	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
5lbs	H	L	0	A	protein	NA	envelope protein e	IMMUNE SYSTEM-VIRAL PROTEIN	06/17/16	structural basis of Zika and Dengue virus potent antibody cross-neutralization	ZIKA VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	zika virus	VANEY, M.C., ROUVINSKI, A., BARBA-SPAETH, G., REY, F.A.	2.41	X-RAY DIFFRACTION	0.217	0.194	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
5lbs	I	M	0	B	protein	NA	envelope protein e	IMMUNE SYSTEM-VIRAL PROTEIN	06/17/16	structural basis of Zika and Dengue virus potent antibody cross-neutralization	ZIKA VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	zika virus	VANEY, M.C., ROUVINSKI, A., BARBA-SPAETH, G., REY, F.A.	2.41	X-RAY DIFFRACTION	0.217	0.194	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
4xc1	H	L	0	P	peptide	NA	modified fragment of hiv-1 glycoprotein (gp41) includingthe mper region 671-683 	IMMUNE SYSTEM	12/17/14	Crystal structure of human 4E10 Fab in complex with its peptide epitope on HIV-1 GP41: crystals cryoprotected with sn-Glycerol 3-phosphate	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Irimia, A., Stanfield, R.L., Wilson, I.A.	1.63	X-RAY DIFFRACTION	0.189	0.143	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
3tcl	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/09/11	Crystal Structure of HIV-1 Neutralizing Antibody CH04	HOMO SAPIENS	homo sapiens	homo sapiens		Louder, R.K., McLellan, J.S., Pancera, M., Yang, Y., Zhang, B., Bonsignori, M., Kwong, P.D.	1.906	X-RAY DIFFRACTION	0.238	0.196	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
3tcl	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/09/11	Crystal Structure of HIV-1 Neutralizing Antibody CH04	HOMO SAPIENS	homo sapiens	homo sapiens		Louder, R.K., McLellan, J.S., Pancera, M., Yang, Y., Zhang, B., Bonsignori, M., Kwong, P.D.	1.906	X-RAY DIFFRACTION	0.238	0.196	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
4xc3	H	L	0	P	peptide	NA	modified fragment of hiv-1 glycoprotein (gp41) includingthe mper region 671-683 	IMMUNE SYSTEM	12/17/14	Crystal structure of human 4E10 Fab in complex with its peptide epitope on HIV-1 gp41; crystals cryoprotected with rac-glycerol 1-phosphate	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Irimia, A., Stanfield, R.L., Wilson, I.A.	1.63	X-RAY DIFFRACTION	0.180	0.137	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
1l7i	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/15/02	Crystal Structure of the anti-ErbB2 Fab2C4	HOMO SAPIENS	homo sapiens	homo sapiens		Vajdos, F.F., Adams, C.W., Breece, T.N., Presta, L.G., de Vos, A.M., Sidhu, S.S.	1.8	X-RAY DIFFRACTION	0.230	0.197	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4s1q	H	L	0	G	protein	NA	hiv-1 gp120 core	VIRAL PROTEIN/IMMUNE SYSTEM	01/14/15	Crystal structure of a VRC01-lineage antibody, 45-VRC01.H03+06.D-001739, in complex with clade A/E HIV-1 gp120 core	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Kwon, Y.D., Yang, Y., Zhang, B., Kwong, P.D.	2.4	X-RAY DIFFRACTION	0.258	0.219	False	True	unknown	IGKV3	Kappa	None	None	None	None	None
4xcf	H	L	0	P	peptide	NA	modified fragment of hiv-1 glycoprotein (gp41) includingthe mper region 671-683 	IMMUNE SYSTEM	12/18/14	Crystal structure of human 4E10 Fab in complex with its peptide epitope on HIV-1 gp41; crystals cryoprotected with phosphatidylcholine (03:0 PC)	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Irimia, A., Stanfield, R.L., Wilson, I.A.	1.43	X-RAY DIFFRACTION	0.170	0.137	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
4cni	A	B	0	D	protein	NA	interleukin-6		01/22/14	Crystal structure of the Fab portion of Olokizumab in complex with IL- 6	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Shaw, S., Bourne, T., Meier, C., Carrington, B., Gelinas, R., Henry, A., Popplewell, A., Adams, R., Baker, T., Rapecki, S., Marshall, D., Neale, H., Lawson, A.	2.2	X-RAY DIFFRACTION	0.21549	0.17608	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4cni	H	L	0	C	protein	NA	interleukin-6		01/22/14	Crystal structure of the Fab portion of Olokizumab in complex with IL- 6	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Shaw, S., Bourne, T., Meier, C., Carrington, B., Gelinas, R., Henry, A., Popplewell, A., Adams, R., Baker, T., Rapecki, S., Marshall, D., Neale, H., Lawson, A.	2.2	X-RAY DIFFRACTION	0.21549	0.17608	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4r26	H	L	0	NA	NA	NA	NA	Immune System	08/08/14	Crystal structure of human Fab PGT124, a broadly neutralizing and potent HIV-1 neutralizing antibody	HOMO SAPIENS	homo sapiens	homo sapiens		Garces, F., Kong, L., Wilson, I.A.	2.4969	X-RAY DIFFRACTION	0.267	0.233	False	True	IGHV4	IGLV3	Lambda	None	None	None	None	None
4rir	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	10/07/14	Structural Analysis of the Unmutated Ancestor of the HIV-1 Envelope V2 Region Antibody CH58 Isolated From an RV144 HIV-1 Vaccine Efficacy Trial Vaccinee and Associated with Decreased Transmission Risk	HOMO SAPIENS	homo sapiens	homo sapiens		Nicely, N.I., Wiehe, K., Kepler, T.B., Jaeger, F.H., Dennison, S.M., Liao, H.-X., Alam, S.M., Hwang, K.-K., Bonsignori, M., Rerks-Ngarm, S., Nitayaphan, S., Pitisuttithum, P., Kaewkungwal, J., Robb, M.L., O'Connell, R.J., Michael, N.L., Kim, J.H., Haynes, B.F.	2.5	X-RAY DIFFRACTION	0.289	0.220	False	True	IGHV5	IGLV6	Lambda	None	None	None	None	None
4rir	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	10/07/14	Structural Analysis of the Unmutated Ancestor of the HIV-1 Envelope V2 Region Antibody CH58 Isolated From an RV144 HIV-1 Vaccine Efficacy Trial Vaccinee and Associated with Decreased Transmission Risk	HOMO SAPIENS	homo sapiens	homo sapiens		Nicely, N.I., Wiehe, K., Kepler, T.B., Jaeger, F.H., Dennison, S.M., Liao, H.-X., Alam, S.M., Hwang, K.-K., Bonsignori, M., Rerks-Ngarm, S., Nitayaphan, S., Pitisuttithum, P., Kaewkungwal, J., Robb, M.L., O'Connell, R.J., Michael, N.L., Kim, J.H., Haynes, B.F.	2.5	X-RAY DIFFRACTION	0.289	0.220	False	True	IGHV5	IGLV6	Lambda	None	None	None	None	None
3lmj	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/30/10	Structure of human anti HIV 21c Fab	HOMO SAPIENS	homo sapiens	homo sapiens		Diskin, R., Marcovecchio, P.M., Bjorkman, P.J.	2.2	X-RAY DIFFRACTION	0.219	0.193	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
2vxv	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/10/08	Crystal structure of human IgG ABT-325 Fab Fragment	HOMO SAPIENS	homo sapiens	homo sapiens		Argiriadi, M.A., Xiang, T., Wu, C., Ghayur, T., Borhani, D.W.	1.49	X-RAY DIFFRACTION	0.179	0.153	False	True	IGHV5	IGKV3	Kappa	None	None	None	None	None
2vxq	H	L	0	A	protein	NA	pollen allergen phl p 2	ALLERGEN	07/08/08	Crystal structure of the major grass pollen allergen Phl p 2 in  complex with its specific IgE-Fab	PHLEUM PRATENSE; HOMO SAPIENS	homo sapiens	homo sapiens	phleum pratense	Padavattan, S., Flicker, S., Schirmer, T., Madritsch, C., Randow, S., Reese, G., Vieths, S., Lupinek, C., Ebner, C., Rudolf, V., Markovic-Housley, Z.	1.9	X-RAY DIFFRACTION	0.226	0.177	False	True	IGHV4	IGKV1	Kappa	1.10E-10	-13.58	SPR	25	19201867
3hc4	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/05/09	BHA10 IgG1 Fab quadruple mutant variant - antibody directed at human LTBR	HOMO SAPIENS	homo sapiens	homo sapiens		Arndt, J.W., Jordan, J.L., Lugovskoy, A., Wang, D.	1.62	X-RAY DIFFRACTION	0.180	0.161	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
3hc0	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/05/09	BHA10 IgG1 wild-type Fab - antibody directed at human LTBR	HOMO SAPIENS	homo sapiens	homo sapiens		Arndt, J.W., Jordan, J.L., Lugovskoy, A., Wang, D.	1.9	X-RAY DIFFRACTION	0.206	0.180	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
3hc0	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/05/09	BHA10 IgG1 wild-type Fab - antibody directed at human LTBR	HOMO SAPIENS	homo sapiens	homo sapiens		Arndt, J.W., Jordan, J.L., Lugovskoy, A., Wang, D.	1.9	X-RAY DIFFRACTION	0.206	0.180	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
3hc3	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/05/09	BHA10 IgG1 Fab double mutant variant - antibody directed at human LTBR	HOMO SAPIENS	homo sapiens	homo sapiens		Arndt, J.W., Jordan, J.L., Lugovskoy, A., Wang, D.	1.72	X-RAY DIFFRACTION	0.190	0.158	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
3u1s	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/30/11	Crystal structure of human Fab PGT145, a broadly reactive and potent HIV-1 neutralizing antibody	HOMO SAPIENS	homo sapiens	homo sapiens		Julien, J.-P., Diwanji, D., Burton, D.R., Wilson, I.A.	2.3	X-RAY DIFFRACTION	0.228	0.195	False	True	IGHV1	IGKV2	Kappa	None	None	None	None	None
5bvj	H	G	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/05/15	The molecular mode of action and species specificity of canakinumab, a human monoclonal antibody neutralizing IL-1beta	HOMO SAPIENS	homo sapiens	homo sapiens		Rondeau, J.M.	2.0	X-RAY DIFFRACTION	0.228	0.186	False	True	IGHV3	IGKV6	Kappa	None	None	None	None	None
5bvj	D	C	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/05/15	The molecular mode of action and species specificity of canakinumab, a human monoclonal antibody neutralizing IL-1beta	HOMO SAPIENS	homo sapiens	homo sapiens		Rondeau, J.M.	2.0	X-RAY DIFFRACTION	0.228	0.186	False	True	IGHV3	IGKV6	Kappa	None	None	None	None	None
5bvj	F	E	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/05/15	The molecular mode of action and species specificity of canakinumab, a human monoclonal antibody neutralizing IL-1beta	HOMO SAPIENS	homo sapiens	homo sapiens		Rondeau, J.M.	2.0	X-RAY DIFFRACTION	0.228	0.186	False	True	IGHV3	IGKV6	Kappa	None	None	None	None	None
5bvj	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/05/15	The molecular mode of action and species specificity of canakinumab, a human monoclonal antibody neutralizing IL-1beta	HOMO SAPIENS	homo sapiens	homo sapiens		Rondeau, J.M.	2.0	X-RAY DIFFRACTION	0.228	0.186	False	True	IGHV3	IGKV6	Kappa	None	None	None	None	None
5ibt	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/22/16	UCA Fab (unbound) from 6515 Lineage	HOMO SAPIENS	homo sapiens	homo sapiens		Raymond, D.D., Harrison, S.C.	2.4	X-RAY DIFFRACTION	0.278	0.205	False	True	IGHV5	IGKV3	Kappa	None	None	None	None	None
5ibu	G	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/22/16	6652 Fab (unbound)	HOMO SAPIENS	homo sapiens	homo sapiens		Raymond, D.D., Harrison, S.C.	1.71	X-RAY DIFFRACTION	0.245	0.210	False	True	IGHV5	IGKV3	Kappa	None	None	None	None	None
5ibu	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/22/16	6652 Fab (unbound)	HOMO SAPIENS	homo sapiens	homo sapiens		Raymond, D.D., Harrison, S.C.	1.71	X-RAY DIFFRACTION	0.245	0.210	False	True	IGHV5	IGKV3	Kappa	None	None	None	None	None
5bv7	C	B	0	A	protein	NA	phosphatidylcholine-sterol acyltransferase	HYDROLASE/IMMUNE SYSTEM	06/04/15	Crystal structure of human LCAT (L4F, N5D) in complex with Fab of an agonistic antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Piper, D.E., Romanow, W.G., Thibault, S.T., Walker, N.P.C.	2.45	X-RAY DIFFRACTION	0.242	0.189	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
5bv7	H	L	0	A	protein	NA	phosphatidylcholine-sterol acyltransferase	HYDROLASE/IMMUNE SYSTEM	06/04/15	Crystal structure of human LCAT (L4F, N5D) in complex with Fab of an agonistic antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Piper, D.E., Romanow, W.G., Thibault, S.T., Walker, N.P.C.	2.45	X-RAY DIFFRACTION	0.242	0.189	False	False	IGHV4	IGLV3	Lambda	None	None	None	None	None
4xmp	H	L	0	G	protein	NA	envelope glycoprotein gp160,envelope glycoprotein gp160,envelope glycoprotein gp160 	IMMUNE SYSTEM	01/15/15	Crystal structure of broadly and potently neutralizing antibody VRC08 in complex with HIV-1 clade A strain Q842.d12 gp120	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Srivatsan, S., Kwong, P.D.	1.7831	X-RAY DIFFRACTION	0.201	0.165	False	True	unknown	unknown	unknown	None	None	None	None	None
2xwt	A	B	0	C	protein	NA	thyrotropin receptor	SIGNALING PROTEIN/IMMUNE SYSTEM	11/05/10	Crystal structure of the TSH receptor in complex with a blocking type  TSHR autoantibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Sanders, J., Sanders, P., Young, S., Kabelis, K., Baker, S., Sullivan, A., Evans, M., Clark, J., Wilmot, J., Hu, X., Roberts, E., Powell, M., Nunez Miguel, R., Furmaniak, J., Rees Smith, B.	1.9	X-RAY DIFFRACTION	0.22674	0.17691	False	True	IGHV5	IGLV1	Lambda	None	None	None	None	None
3gje	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/08/09	Rational development of high-affinity T-cell receptor-like antibodies	HOMO SAPIENS	homo sapiens	homo sapiens		Stewart-Jones, G., Wadle, A., Hombach, A., Shenderov, E., Held, G., Fischer, E., Kleber, S., Stenner-Liewen, F., Bauer, S., McMichael, A., Knuth, A., Abken, H., Hombach, A.A., Cerundolo, V., Jones, E.Y., Renner, C.	2.3	X-RAY DIFFRACTION	0.302	0.222	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
3gje	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/08/09	Rational development of high-affinity T-cell receptor-like antibodies	HOMO SAPIENS	homo sapiens	homo sapiens		Stewart-Jones, G., Wadle, A., Hombach, A., Shenderov, E., Held, G., Fischer, E., Kleber, S., Stenner-Liewen, F., Bauer, S., McMichael, A., Knuth, A., Abken, H., Hombach, A.A., Cerundolo, V., Jones, E.Y., Renner, C.	2.3	X-RAY DIFFRACTION	0.302	0.222	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
3gjf	M	K	0	D | F	protein | peptide	NA | NA	hla class i histocompatibility antigen, a-2alpha chain  | nyeso-1 peptide	IMMUNE SYSTEM	03/08/09	Rational development of high-affinity T-cell receptor-like antibodies	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens | 	Stewart-Jones, G., Wadle, A., Hombach, A., Shenderov, E., Held, G., Fischer, E., Kleber, S., Stenner-Liewen, F., Bauer, S., McMichael, A., Knuth, A., Abken, H., Hombach, A.A., Cerundolo, V., Jones, E.Y., Renner, C.	1.9	X-RAY DIFFRACTION	0.251	0.202	False	True	IGHV3	IGLV2	Lambda	6.30e-08	-9.82	19307587
3gjf	H	L	0	A | C	protein | peptide	NA | NA	hla class i histocompatibility antigen, a-2alpha chain  | nyeso-1 peptide	IMMUNE SYSTEM	03/08/09	Rational development of high-affinity T-cell receptor-like antibodies	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens | 	Stewart-Jones, G., Wadle, A., Hombach, A., Shenderov, E., Held, G., Fischer, E., Kleber, S., Stenner-Liewen, F., Bauer, S., McMichael, A., Knuth, A., Abken, H., Hombach, A.A., Cerundolo, V., Jones, E.Y., Renner, C.	1.9	X-RAY DIFFRACTION	0.251	0.202	False	True	IGHV3	IGLV2	Lambda	6.30e-08	-9.82	19307587
3ru8	H	L	0	X	protein	NA	epitope scaffold 2bodx43	DE NOVO PROTEIN, IMMUNE SYSTEM	05/04/11	Structure of an HIV epitope scaffold in complex with neutralizing antibody b12 Fab	HUMAN IMMUNODEFICIENCY VIRUS, SYNTHETIC CONSTRUCT, THERMOMONOSPORA FUSCA; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus, syntheticconstruct, thermomonospora fusca 	Carrico, C.T.D., Strong, R.K.	2.07	X-RAY DIFFRACTION	0.203	0.168	False	True	IGHV1	IGKV3	Kappa	3.35E-08	-10.19	SPR	25	22021856
3se9	H	L	0	G	protein	NA	hiv-1 clade ae strain 93th057 gp120	VIRAL PROTEIN/IMMUNE SYSTEM	06/10/11	Crystal structure of broadly and potently neutralizing antibody VRC-PG04 in complex with HIV-1 gp120	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Kwong, P.D., Zhou, T.	2.0	X-RAY DIFFRACTION	0.233	0.190	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
2ny7	H	L	0	G	protein	NA	envelope glycoprotein gp120	VIRAL PROTEIN/IMMUNE SYSTEM	11/20/06	HIV-1 gp120 Envelope Glycoprotein Complexed with the Broadly Neutralizing CD4-Binding-Site Antibody b12	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Xu, L., Dey, B., Hessell, A.J., Van Ryk, D., Xiang, S.H., Yang, X., Zhang, M.Y., Zwick, M.B., Arthos, J., Burton, D.R., Dimitrov, D.S., Sodroski, J., Wyatt, R., Nabel, G.J., Kwong, P.D.	2.3	X-RAY DIFFRACTION	0.255	0.193	False	True	IGHV1	IGKV3	Kappa	3.64E-08		SPR	NA	17301785
